x,y,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,ETR
0.0,1.0101010101010102,0.26897484762707635,2.903588850842524,1.9614676875964177,0.037932546998718314,6.325208428857386,2.302272195546962,1.9607649674486882,11.702300211977684,1.4466810282664198,-0.31526146277557604,0.3679312771661812,1.4618827934092125,1
2.0202020202020203,3.0303030303030303,0.2674253531032335,2.9894707510130365,1.854818067411534,0.032417517884122594,7.583951141364723,1.9630534563600375,2.015467734324661,13.188433115302292,1.812188049114582,0.1482215886108096,0.19342115810068036,1.2620316155870515,1
4.040404040404041,5.050505050505051,0.23083817135150958,2.968509850007571,2.0502386008963134,0.04191650918839682,9.566460304557197,1.5331532407790425,2.2575520349335725,11.91507526594918,1.5129506666840555,-0.15693898185447153,0.06310331791112427,1.5098243883513551,1
6.0606060606060606,7.070707070707071,0.2523861183961104,2.9155190320506303,1.9385495551973677,0.04297600747900825,9.883619207372556,1.740507112040942,2.5452210353357674,10.635400788557561,1.3416155760158057,0.20053414703922365,0.8192637584450116,1.4780219369909997,1
8.080808080808081,9.090909090909092,0.2248333101773331,2.8782607134263896,1.8567057940007812,0.03126117597683151,10.94635580051411,3.0570227357560706,3.049950051794812,10.729892644250697,1.4166400468632667,0.012654786004413924,0.716799058911655,0.36924595334020816,1
10.101010101010102,11.111111111111112,0.23220043639306248,2.8152741403491164,1.4062798816838022,0.030341234474938254,9.261470380792268,2.8852560123514723,3.302661779754074,7.2731208143389265,1.1108172690092988,-0.08686399124359759,0.017104283353658645,0.35806244294157386,0
12.121212121212121,13.131313131313131,0.21294878455425642,2.8723862760100016,1.6722093165391327,0.022601159068598616,9.016869972927346,2.7330256342359527,2.5257789110737545,8.596020604604927,1.2300742882162548,-0.11587635741203939,0.1676649762139209,2.129614415313204,1
14.141414141414142,15.151515151515152,0.1757430154378833,2.8639446436327813,1.9133264576657611,0.029922360090402,6.655033608605524,2.2772793937174787,2.6032391758102587,10.20619907718105,1.0920653466358103,0.34226174481862137,0.43488839173016897,2.173299856441706,1
16.161616161616163,17.171717171717173,0.18937732803461713,2.811630228614866,3.695771731485846,0.0392165263517539,7.158065644478821,2.160965563216834,1.9140687923215622,7.754670272237013,0.8023096311540027,0.12498753363266651,0.11905563101765448,1.2610060717533897,1
18.181818181818183,19.191919191919194,0.19831111841299257,2.8772479418662162,2.7942644196575737,0.03329044368657901,7.905983065857502,2.7667564820269486,1.9287634872157986,8.671606802401632,0.8478933983728385,0.04374438165020875,0.22010095466800586,1.851690076214899,1
